word	definition	predicted_words
cuentapartícipe	persona que tiene intereses financieros o participación en una empresa o negocio	accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accion
cuentapartícipe	persona o institución que tiene derechos y responsabilidades en una empresa o decisión compartida	accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accionista, accion
cuentapartícipe	persona que tiene intereses o derechos en una empresa o asunto compartido.	accionista accionista participante interesado accionista
cuentapartícipe	persona que se compromete a invertir dinero o recursos en un proyecto o negocio en propiedad común	sociólogo accionista accionista compartidario cofundador coinvestidor cofundador
dabuti	siento admitir que no puedo encontrar información sobre la palabra _. ¿podrías proporcionar más contexto o detalles sobre su origen o significado?	no tengo información sobre la palabra dada. ¿podrías proporcionar más contexto o detalles sobre la palabra para que pueda ayudarte mejor?
dabuti	lo siento, no puedo facilitar informaciones sobre palabras sin definición claro establecida y confirmada.	no hay problema. la definición anterior no era clara. ¿puedes proporcionar una definición más específica o clara de la palabra que buscas?
dabuti	lo siento, pero no tengo información sobre la palabra _. ¿podrías proporcionarme más contexto o detalles sobre de dónde se originó esta palabra?	no tengo información sobre la palabra. ¿podrías proporcionarme más contexto o detalles sobre la palabra para poder ayudarte mejor?
dabuti	lo siento, pero no tengo información sobre la palabra _. ¿puedes proporcionar más contexto o verificar la ortografía?	no tengo información sobre la palabra _. por favor, proporciona más contexto o verifica la ortografía para poder ayudarte mejor.
dabuti	lo siento, pero no puedo encontrar información sobre la palabra _. ¿podrías proporcionar más contexto o contexto sobre la palabra _ para ayudarme con la definición?	no tengo suficiente información para proporcionar una lista de palabras que encajen con la definición. ¿podrías proporcionar más contexto o detalles sobre la palabra que estás buscando?
dactiloscopia	técnica de identificación o análisis de huellas dactilares para fines forenses	dactiloscopia
dactiloscopia	técnica de identificación de personas mediante las características únicas de las huellas dactilares	dactiloscopia
dactiloscopia	técnica de identificación basada en la comparación de huellas dactilares únicas	dactiloscopia
dactiloscopia	técnica para clasificar y distinguir a las personas mediante las características de sus huellas digitales	dactiloscopia
dactiloscopia	técnica utilizada para identificar personas mediante características de sus dedos	dactiloscopia
deformabilidad	capacidad de un material para cambiar forma sin romperse su estructura básica	plástico metal goma
deformabilidad	cualidad de estar sujeto a ser deformado o alterado en su forma o estructura.	maleable maleablemente plastico maleabilidad maleablez
deformabilidad	capacidad de cambiar en forma o estructura sin perder sus propiedades básicas	plastilina plastico moldable maleable flexible
deformabilidad	condición de ser susceptible de ser alterado o desviado de su forma normal o natural.	anormal, anómalo, anómalo, anormalidad, anormalidad, anormalidad, anormalidad, anormalidad, anormalidad, anormalidad, anormalidad, anormalidad, anormalidad, anormalidad, anormalidad, anormalidad, anormalidad, anormalidad, anormalidad, anormalidad, anormalidad, anormalidad, anormalidad, anormalidad, anormal
deformabilidad	capacidad de cambiar forma o estructura sin sufrir roturas o daños estructurales, para adaptarse a diferentes condiciones	elasticidad flexibilidad plasticidad
desinfección	proceso de eliminar o reducir microbios nocivos con el fin de impedir la trasmission de enfermedades.	desinfección esterilización desinfectar
desinfección	proceso de eliminar o reducir los microorganismos patógenos en un ambiente contaminado o superficie	desinfección esterilización desinfectar
desinfección	proceso de eliminar o reducir la presencia de organismos microbianos nocivos sin eliminar la materia orgánica	desinfección desinfectación esterilización
desinfección	proceso de eliminar o reducir microorganismos nocivos en un objeto o superficie sin eliminar la vida orgánica deseada	desinfección esterilización desinsectización
desinfección	proceso de eliminar o reducir gérmenes y bacterias en un área o objeto, pero no necesariamente eliminar completamente	desinfectar esterilizar descontaminar desgarrilar
desinsectación	procedimiento destinado a eliminar insectos y huevos de plagas de una superficie o un lugar determinado	desinfección, desinsectación, desinsectación química, desinfección química, desinfección química de superficies, desinfección de superficies, desinfección de insectos, desinfección de plagas, desinfección de insectos y huevos, desinfección de insectos y plagas, desinfección de insectos y huevos de plagas, desinfección de insectos y huevos de plagas
desinsectación	proceso de eliminación o erradicación de plagas de insectos de un lugar o ambiente.	exterminación desinfección desinsectación desratización
desinsectación	proceso de eliminación o exterminio de insectos y otros artrópodos que encuentran refugio en un espacio o superficie.	desinfección exterminio desinsectación desratización desinsecticida
desinsectación	proceso de elimination total de los insectos de un lugar o objeto para asegurar la limpieza y evitar plagas	desinfección desinsectación desinsectización
desinsectación	proceso de eliminar o reducir la presencia de insectos en un área o lugar específico	exterminación desinfección desinsectación desratización
desmitificador	persona que desmiente o contradice mitos, supersticiones o falsas creencias comunes	sagitario skeptico escéptico desmitificador
desmitificador	persona o elemento que busca disipar las creencias, supersticiones o ideas que se consideran falsas o injustificadas	sátiro escéptico skeptico sospechoso dudoso cético
desmitificador	persona que desacredita o destroza creencias, mitos o ideas generalmente ampliamente aceptadas	sátiro cínico escéptico sospechoso dudoso cuestionador
desmitificador	persona que critica y elimina creencias o mitos infundados o inexactos.	skeptico escéptico desmitificador desmitólogo sagitario
desmitificador	persona que desenmascara la retórica y la propaganda, a menudo con el fin de llamar a la honestidad y la transparencia.	crítico sabio censor denunciante verdadero honesto crítico social
diligentemente	con un alto grado de compromiso y esfuerzo, logrando resultados efectivos y de alta calidad en el trabajo	dedicado aplicado eficiente responsable metódico
diligentemente	con perseverancia y constancia en realizar las tareas de manera metódica y eficiente	trabajo esfuerzo dedicación perseverancia disciplina
diligentemente	con esfuerzo y perseverancia constante, ejecutando tareas con atención y meticulosidad	trabajar esforzarse perseverar laborar trabajar esforzarse laborar
diligentemente	con perseverancia y esmero, dando mucha importancia y atención a cada detalle en un trabajo u ocupación.	meticuloso minucioso puntual
diligentemente	con constancia y esfuerzo continuo, cumpliendo de manera meticulosa y exhaustiva las tareas asignadas	asiduo perseverante metódico meticuloso minucioso
emparejador	persona u objeto que facilita el encuentro y unión entre dos personas como amantes o compañeros para hacer equipo	casamentera, cortesana, entremetida, entremetedor, entremetida, entremetedor, entremetida, entremetedor, entremetida, entremetedor, entremetida, entremetedor, entremetida, entremetedor, entremetida, entremetedor, entremetida, entremetedor, entremetida, entremetedor, ent
emparejador	persona o cosa que facilita la unión o combinación de dos cosas o partes	puente, puente de unión, puente de unión de carreteras, puente de unión de puentes, puente de unión de puentes de carreteras, puente de unión de puentes de carreteras de ferrocarril, puente de unión de puentes de carreteras de ferrocarril de ferrocarril, puente de unión de puentes de carreteras de ferrocarril de ferrocarril de carreteras
emparejador	persona o cosa que se encarga de unir personas en una relación de pareja	novio novia pareja compañero cónyuge
emparejador	persona o objeto que ayuda a unir dos elementos o entidades de manera estable y sólida	unión enlace ligadura cemento pegamento adhesivo unidor
emparejador	persona o objeto que asume la tarea de unir o juntar en pares a otras personas sobre la base de afinidades u otros criterios	casamentero pareador matchmaker
empurpurado	tenido un color rojo oscuro, profundamente encarnado, semejante al armiño o al púrpura del alga	moreno rubio púrpura armiño marrón carmesí
empurpurado	iluminado por una luz rojiza o con un color semejante al de la sangre	rubí, rubí, rubíes, rubíes, rubí, rubíes, rubí, rubíes, rubí, rubíes, rubí, rubíes, rubí, rubíes, rubí, rubíes, rubí, rubíes, rubí, rubíes, rubí, rubíes, rubí, rubíes, rubí, rubíes, rubí,
empurpurado	de color o colorido semejante al de la púrpura, oscuro y rico, intenso y majestuoso.	purpúreo morado violeta púrpura moradizo
empurpurado	de un color intenso y vibrante, habitualmente rojo o morado, que resulta del pigmento de ciertos crustáceos	carmín carmín crustáceo
empurpurado	tener un color rosado o púrpura intenso, generalmente debido a la mezcla de componentes químicos	rubí púrpura rosado rubí granate
epifito	planta que se desarrolla sobre otra planta mayor, utilizandola como soporte para crecer	epífita parásita liana parásito epífito
epifito	planta que crece en o sobre otra planta, arbusto o árbol, utilizando sus raíces, tronco o hojas como soporte	epífita liana parásito enredadera
epifito	planta que se halla arraigada en otra planta, sin recibir ninguna nutrición a través de las raíces	parásito epífita
epifito	planta que crece sobre otra planta o en la estructura de un edificio, sin dañar la planta huésped	liana musgo epífita
epifito	planta que crece sobre otras plantas o objetos, como una escalada sin dañar el apoyo	liana vaina musgo musgo epífito
escorar	poner algo inclinándolo hacia un lado hasta que caiga o quede inestable en equilibrio	inclinación desplomar derribar derrumbar desestabilizar
escorar	cambiando de dirección o orientación, sin perder estabilidad gradualmente, a menudo debido a un impulso o un cambio en la circunstancia	desviarse girar torcer cambiar modificar
escorar	hacer que algo o alguien pierda equilibrio y se incline hacia un lado	desestabilizar desequilibrar desplomar
escorar	hacer que algo se incline o se incline hacia un lado, perdiendo la estabilidad o equilibrio.	desestabilizar desequilibrar inclinarse torcer desplomar
escorar	desplazarse de sitio, inclinarse o vuelca debido a un exceso de velocidad o un cambio brusco	derribar desplomarse deslizarse desplomar deslizar derribarse desplomar deslizamiento desplomamiento
estadista	persona encargada de gobernar y dirigir un país, estado o región, responsable de tomar decisiones importantes políticas.	gobernante jefe de estado mandatario presidente jefe de gobierno
estadista	persona encargada de la administración y gestión de los asuntos de un estado o territorio	gobernante gobernador administrador dirigente mandatario
estadista	persona que elabora y presenta políticas públicas y programas para gobernar un país de manera efectiva	gobernante político administrador dirigente mandatario
estadista	persona que ocupa un alto rango de poder en la administración de un país o un estado	gobernante jefe dirigente mandatario jefe de estado
estadista	persona que ocupa un cargo oficial en el gobierno de un país o región, y toma decisiones importantes	gobernante funcionario ministro diputado alcalde presidente
esteatosis	deterioro del tejido hepático causado por la acumulación de grasa en las células hepáticas	cirrosis fatty liver
esteatosis	condición patológica caracterizada por la acumulación dérmica excesiva de grasas en diferentes partes del cuerpo	obesidad lipodistrofia xantomatosis
esteatosis	proceso patológico en el que se acumula grasa en tejidos, especialmente en el hígado	cirrosis steatosis lipomatosis
esteatosis	formación de grasa acumulada en las células del hígado, lo que puede ser causado por causas diversas	cirrosis hepatosis steatosis fatty liver
esteatosis	condición médica causada por la acumulación de grasa en tejas de células del hígado	cirrosis fatty_liver hepatosis
estuco	material compuesto por cemento, arena y agua, utilizado como cubierta en paredes y techos	ladrillo bloque bloque de hormigón bloque de concreto
estuco	material compuesto de cemento, arena y agua mezclados y aglomerados	concreto asfalto mortero
estuco	material compuesto por yeso y agua mezclado y endurecido para cubrir superficies o aplicar decoración	yeso plaster estuco
estuco	material compuesto a base de harina de cal y arena, empleado para la protección y decoración de paredes y techos	yeso cal
estuco	material de composición de caucho y otros aditivos aplicado sobre paredes como revestimiento decorativo.	papel pintado, papel tapiz, papel de yeso, papel de látex, papel de goma, papel de vinilo, papel de plástico, papel de vinilato, papel de goma espuma, papel de goma de espuma, papel de goma de espuma de vinilo, papel de goma de vinilo, papel de goma de vinilo de espuma, papel de goma de vinilo de
exequias	ritual fúnebre en el que los allegados saldan homenaje al difunto con ceremonias funerarias y ofrendas.	velorio entierro sepelio funeral ritos funerarios
exequias	ritual fúnebre que se celebra en honor de una persona después de su muerte, con funeral o velatorio.	entierro sepelio funeral velatorio sepultura
exequias	ceremonia fúnebre para rendir homenaje al difunto, generalmente con música y oraciones	funeral sepelio entierro despedida velorio
exequias	ceremonia religiosa realizada en honor a una persona fallecida, para celebrar su vida y recordar su muerte	funeral sepelio entierro velorio ritos funerarios
exequias	acto solemne y funeral en honor a un difunto, que puede incluir la inhumación o incineración de su cadáver.	entierro sepelio funeral inhumación incineración
faisánido	familia de aves galliformes de plumaje brillante y llamativos cuellos, caracterizados por su apariencia varonil y hermosa	gallo pavo guajolote
faisánido	se refiere a un grupo de aves de plumaje aparentemente espectacular y elegante, famoso por sus movimientos rápidos	pavo pavón guacamaya
faisánido	género de aves galliformes de cola larga y pico fuerte, originarias de asia y áfrica	gallina gallito pavo pintada pavo real
faisánido	grupo de aves galliformes de tamaño grande con plumaje de colores brillantes y larga cola muy adornada	pavo guajolote guajolote mexicano
faisánido	se refiere a un grupo de aves galliformes que destacan por su plumaje airoso y saltadoras, alimentándose de plantas y pequeños insectos	gallina pavita perdiz codorniz paloma gallito
fétido	de mala reputación, reputación negativa, mal olor, repulsivo o desagradable por su hedor intenso.	pestilente fetidez hedor pestilencia fetido
fétido	algo caracterizado por un mal olor intenso y repugnante que produce asco y desagrado	hedor pestilencia fetidez
fétido	difícil de soportar debido a su olor desagradable y penetrante, nauseabundante o repugnante.	repugnante desagradable odioso repulsivo asqueroso
fétido	de muy mal olor, lo suficientemente intenso como para ser ofensivo y desagradable	hedor pestilencia fetidez
fétido	enfermizo olor apestoso o maloliente que proviene de la putrefacción o descomposición de materia orgánica	pestilencia fetidez cadáver putrefacción descomposición
floración	proceso de emisión o desarrollo de flores en un arbusto, árbol o planta, marcando un momento específico en el ciclo de crecimiento	florecimiento desarrollo floral emisión floral desarrollo de flores eclosión
floración	proceso por el cual una planta logra desarrollar y expander su estructura floral	floración desarrollo crecimiento
floración	etapa en el crecimiento de las plantas en la que se desarrollan las flores y se produce la reproducción	floración anthesis
