word	definition	predicted_words
arante	término no conocido.	no existe ninguna palabra que encaje con la definición dada.
ardilla	un tipo de mamífero roedor que se caracteriza por su cola bien desarrollada y su coloración típicamente marrón, con una larga cola con abundante pelaje. se distinguen por tener una frente pronunciada y patas largas y traseras con cinco dedos cada una, con un dedo más pequeño en la parte exterior. se alimentan principalmente de frutos, semillas, insectos y plantas, y se encuent	mamífero roedor colita marron frente patas insectos plantas
ardilla	mamífero roedor nocturno y diurno de pequeño tamaño que vive principalmente en los bosques. puede ser tanto terrestre como arborícola y es nativa de américa del norte, eurasia y el norte de áfrica. el animal se ha expandido hacia otras zonas como australia debido a la introducción deliberada por parte de los humanos.	ardilla, ardilla roja, ardilla gris, ardilla listada, ardilla común, ardilla rayada, ardilla de cola cuadrada, ardilla de cola cuadrada listada, ardilla de cola cuadrada gris, ardilla de cola cuadrada listada gris, ardilla de cola cuadrada listada gris, ardilla de cola cuadrada listada gris, ardilla de cola cuadrada
ardilla	mamífero roedor del orden de los rodentia, cuya longitud (cabeza y cuerpo) varía desde los 12 a los 70 centímetros, y su peso se sitúa entre los 50 y los 2200 gramos. su pelaje se compone casi siempre de pelos cortos y dúctiles, con colores que van del marrón al gris o pardo rojizo	marmota, marmota común, marmota de bosque, marmota de pradera, marmota de montaña, marmota de estepa, marmota de la estepa, marmota de la estepa, marmota de la estepa, marmota de la estepa, marmota de la estepa, marmota de la estepa, marmota de la estepa, marmota
ardilla	m.sc, el mamífero roedor de américa del norte perteneciente a la familia sciuridae. esta palabra se podría traducir a sciurus. en la antigua grecia, se le daba el nombre de mus, mientras que los romanos la llamaban _, quaecumque animad verberis punietur (lo que sea que se golpee a propósito) o quae damno, si verberat (que golpea el que	sciurus
ardilla	mamífero roedor nocturno pequeño y de cola larga y peluda, principalmente herbívoro y originario de norteamérica, conocido por su hábito de almacenar alimentos y su habilidad para trepar.	ardilla esquivo almacenar trepar herbívoro
bátavo	la palabra _ se refiere a una de las antiguas tribus germánicas que habitaban en la región que actualmente corresponde a los países bajos. esta tribu era conocida por ser una de las primeras de europa en contacto con los romanos, y se desempeñaron como parte de sus ejércitos en una época en la que el imperio romano alcanzaba su apogeo. a medida que el poder de roma declinó, los _ finalmente se asentaron en la zona,	la palabra francos se refiere a una de las antiguas tribus germánicas que habitaban en la región que actualmente corresponde a los países bajos. esta tribu era conocida por ser una de las primeras de europa en contacto con los romanos, y se desempeñaron como parte de sus ejércitos en una época en la que el imperio romano alcanzaba su apogeo. a medida que el poder de roma declinó, los francos finalmente se asentaron en la zona.
bátavo	una población que habitaba la región de las orillas entre los dos brazos mayores del rin, en la actual holanda, y que desempeñó un papel importante en la guerra contra julio césar, 53-51 a. c, especialmente contra c. voluseno.	batavos belgas holandeses
bátavo	el nombre dado a una tribu germánica antigua que vivía en las regiones bajas y medias del río rin desde el mar del norte hasta la desembocadura del rin. fueron originalmente invadidos por julio césar, quien se encontró con una fuerte resistencia, por lo que tuvieron que recurrir a tropas auxiliares germánicas	germanos tribu rin
bátavo	la palabra _ se refiere a personas que pertenecían a un antiguo pueblo germánico que habitaba en la región que es ahora parte del oeste de los países bajos y bélgica. sus ciudades principales incluían maastricht, nimega, utrecht, brabante del norte y brabante del sur, y breda. a lo largo de los siglos, las tierras en torno a esas ciudades han producido muchos productos importantes, como	la palabra holandés se refiere a personas que pertenecían a un antiguo pueblo germánico que habitaba en la región que es ahora parte del oeste de los países bajos y bélgica. sus ciudades principales incluían maastricht, nimega, utrecht, brabante del norte y brabante del sur, y breda. a lo largo de los siglos, las tierras en torno a esas ciudades han producido muchos productos importantes, como
bátavo	_ es la forma latinizada de la palabra griega _ y designa a un pueblo antiguo de la historia de europa. hace referencia a antiguos pueblos que vivían en los territorios actuales de bélgica y el sur de los países bajos, en la cuenca de río rin. la identidad cultural de los _ estuvo vinculada a la zona del interior flamenco que incluye las provincias de holanda septentrional, holanda meridional	frisios frisones
bicicross	_ es un estilo de montar en bicicleta que utiliza los movimientos de los deportes de cross para crear un desafío en un curso fijo. este deporte combina elementos del ciclismo sin ruedas, bmx, montañismo, motocross e incluso juegos como el baloncesto, el hockey y el fútbol. exige mucha energía para los miembros y una gran habilidad para equilibrarse en diferentes terrenos y superficies.	freestyle freeride mountain bike
bicicross	actividad deportiva en la que se realizan competiciones sobre bicicletas de triatlón en terrenos y condiciones similares a las de cross-country, pero con obstáculos como rampas, troncos y vallas. se trata de una disciplina cíclica alternativa que combina los típicos obstáculos del cross-country con técnicas de trial	cross-country trial
bicicross	ejercicio consistente en realizar pruebas deportivas que combinan las técnicas de mountain bike y bmx, como quads, rodeos, berms y spins, en un circuito montañoso de salto y desnivelado.	bmx mountain bike
bicicross	el término _, derivado del inglés, hace referencia a la rama ciclista de los deportes de cross para la que se utilizan bicicletas de campo (mountain bikes) adaptadas a la modalidad.	el término _ es un término derivado del inglés que se refiere a la rama ciclista de los deportes de cross para la que se utilizan bicicletas de campo (mountain bikes) adaptadas a la modalidad.
bicicross	el _ (_ o _) es un deporte de desplazamiento, en el que se utilizan técnicas como el estilo noi-noi, hop on-hop off, hoping o saltado. las bicicletas utilizadas en este tipo de deporte se caracterizan por tener 36 (91 cm) ruedas delanteras a las que se les ha quitado la tapa central para facilitar la flexibilidad de manejo, 24	bicicleta bicicleta de montaña bicicleta de carretera
bifocal	"_
  definición
un elemento que puede ver en 2 lugares al mismo tiempo"	la respuesta a tu pregunta es un espejo.
bifocal	1. que tiene dos focos o que actúa con dos focos diferentes. | 2. puente con _ | 3. tipo de cristal de gafa que tiene dos segmentos con diferente foco, de utilidad para ver de lejos y de cerca. | 4. cada una de las dos lentes de este tipo de gafas. | 5. cristal de una ventana con una gradación de opacidad variable	"1. bifocal
2. puente de cristal bifocal
3. cada una de las dos lentes de este tipo de gafas
4. cada una de las dos lentes de este tipo de gafas"
bifocal	un dispositivo óptico, a menudo una lente _, que corre a lo largo de una vara de cuadrícula y se fija al puente de una montura o a un lente de contacto, y que corre por la vara para ajustar el enfoque de una lente _ hacia una visión clara a una distancia específica	ajuste enfoque
bifocal	un tipo de lente óptica que puede ajustarse en dos formas diferentes para proporcionar visiones tanto a corta como a larga distancia.	zoom lente cámara
bifocal	también conocido como _ o a veces simplemente _, son un tipo de lentes que dan corrección tanto de la miopía como de la hipermetropía (miopía, astigmatismo, etc.) simultáneamente para un único campo visual.	las lentes bifocales son un tipo de lentes que dan corrección tanto de la miopía como de la hipermetropía (miopía, astigmatismo, etc.) simultáneamente para un único campo visual.
cantautor	persona que compone e interpreta canciones propias, utilizando la música como medio de expresión artística y comunicación	artista cantante compositor músico
cantautor	el término _ tiene una relación indisociable con la influencia de la figura de léo ferré. esta palabra proviene del francés y define las canciones originales, compuestas e interpretadas por el autor. esto implica que una canción cantautoral debe ser realizada por su compositor y por él debe ser interpretada. el _ debe ser el creador material de la obra cantada en públic	la palabra que buscas es chansonnier.
cantautor	un _ es un artista que combina la escritura y el canto de canciones con un discurso social o político, y a menudo aborda temas relacionados con el espacio y la identidad latinoamericanos.	un artista que combina la escritura y el canto de canciones con un discurso social o político, y a menudo aborda temas relacionados con el espacio y la identidad latinoamericanos es un _
cantautor	definición de una persona que es escritora y músico, una combinación de escritura y canto	la persona que es escritora y músico es conocida como una artista multidisciplinaria. esta persona tiene una combinación de habilidades en la escritura y el canto, lo que les permite crear obras de arte únicas y combinadas. la escritura y el canto son dos formas de expresión artística que pueden ser utilizadas juntas para crear una experiencia artística más rica y completa. la escritura y el canto pueden ser utilizados para contar historias, transmitir emociones y cre
cantautor	en la música, un _ es un autor, compositor y artista de música popular que canta sus propias canciones escritas	artista compositor músico
cantinero	por supuesto. el _ es la persona responsable de servir y atender a los clientes en una barra o cantina. su trabajo incluye preparar bebidas, cobrar, mantener el inventario y proporcionar una experiencia positiva para los clientes. a menudo, los _ también son expertos en diferentes bebidas y técnicas de preparación de cócteles y pueden aconsejar a los clientes sobre las mejores opciones para su consumo. además de su función como	barman barista bar tender
cantinero	en una cantina, se denomina así al encargado de servir a los clientes en la barra.	barman camarero camarera
cantinero	persona encargada de la atención y servicio a los comensales en una taberna, bar o establecimiento similar para llevar orden en la organización del trabajo, en el reparto de las tareas entre los demás empleados, en la preparación de las bebidas alcohólicas, y en el cumplimiento de las leyes que regulan el manejo de los alcohólicos	barman camarero tabernero
cantinero	la persona encargada de atender las bebidas y/o alimento en un bar o cantina es un _. es responsable de mezclar y preparar bebidas alcohólicas y no alcohólicas, así como también de administrar el control de la calidad y la salud de la empresa. el _ además puede realizar tareas de servicio y atención al público, tales como seleccionar el menú, recib	barman cantinero
cantinero	el trabajador que atiende en una cafetería, bar o restaurant es denominado como _, en referencia a aquellos a los que les son arteriales las cantinas, esto es, los lugares en los que se atiende un amplio rango de bebidas dentro de un ambiente ameno y cordial a los clientes, esto por supuesto también se hace referencia a los bares al estilo americano. el _ suele ser una persona de gran presencia y agradable como	el camarero es una persona que trabaja en una cafetería, bar o restaurante y atiende a los clientes. a menudo se les describe como personas de gran presencia y agradables, ya que su trabajo consiste en atender a los clientes y proporcionarles una experiencia agradable. los camareros suelen ser responsables de tomar pedidos, servir bebidas y comida, y asegurarse de que los clientes estén satisfechos con su experiencia.
cartulina	la _ es un tipo de cartón de origen francés usado ampliamente como soporte en diseño gráfico y obras de artesanía.	cartón francés
cartulina	la _ es la tira de papel cartón duro, con una grosor promedio de 0.8 milímetro, de la que está compuesta está hecha de pasta de celulosa. en 1994 fue nombrada por el bureau international d'unification de l'industrie imprimante la _ está principalmente utilizada, entre otros muchos usos, en la impresión de manuales escolares, pósteres, invitaciones a bodas y demás invitaciones así como fol	hoja papel folio
cartulina	unidad de tela compuesta por un núcleo de papel cubierto de plástico, usado generalmente para la confección de bolsas y otros usos de tipo artesanal.	tela bolsa artesanal
cartulina	_ = una clase de papel grueso, opaco, generalmente compuesto de papel de madera, de uso generalizado para diversos usos, desde manualidades hasta cuadernos de hojas de _, o en formato de fotocopias. el diseño de uso concreto se puede consultar en un diccionario de español y sus significados.	hoja de papel
cartulina	_ es el nombre común de diversos tipos de cartón compuesto por un aglomerado de fibras compactadas de papel, lino o algodón, y a veces pulpa de madera que se puede moldear, pintar o pegar para hacer manualidades	cartón papel linóleo
centavo	unidad monetaria utilizada en algunos países de américa latina, incluyendo méxico, panamá y uruguay. un _ vale 100 pesos en méxico y 100 monedas en panamá y uruguay. en méxico, también se conoce como el 100. el signo del _ es ¢ o c.	el peso es una unidad monetaria utilizada en algunos países de américa latina, incluyendo méxico, panamá y uruguay. en méxico, también se conoce como el 100 o el peso. en panamá y uruguay, se conoce como el 100 monedas o el peso. en méxico, un peso equivale a 100 pesos y en panamá y uruguay, a 100 monedas. el signo del peso es ¢ o c.
centavo	unidad monetaria básica de muchos países, que equivale a una diezmillonésima parte de una unidad monetaria superior (por ejemplo, el peso, el dólar, etc.)	centavo cents cents
centavo	_ se refiere a una subunidad monetaria vigente en algunos países. se trata de una unidad de cuenta en argentina, chile, colombia, ecuador, el salvador, guatemala, méxico, panamá, paraguay y perú. también se pueden encontrar monedas de veinte, cincuenta y cien _, dependiendo del país.	la moneda de veinte, cincuenta y cien centavos es una subunidad monetaria vigente en algunos países. se trata de una unidad de cuenta en argentina, chile, colombia, ecuador, el salvador, guatemala, méxico, panamá, paraguay y perú.
centavo	el _ es la unidad monetaria más pequeña de uso diario en muchos sistemas monetarios. es la denominación más baja en dinero en varios países, incluyendo argentina, australia, chile, canadá, colombia, costa rica, cuba, guatemala, méxico, nicaragua, paraguay, perú, brasil, uruguay, y estados unidos.	centavo, cents, cents, cents, cents, cents, cents, cents, cents, cents, cents, cents, cents, cents, cents, cents, cents, cents, cents, cents, cents, cents, cents, cents, cents, cents, cents, cents, cents, cents,
centavo	moneda fraccionaria usada comúnmente en varios países de américa latina, la cual se divide en 100 céntimos.	peso peso mexicano peso argentino
cerebrotónico	una persona _ es alguien que tiene una fijación excesiva y anormal por ideas, proyectos o asuntos; que muestra una tendencia marcada a desarrollar una actividad mental enfermiza y compulsiva; que lleva una vida de encierro, con aislamiento del mundo exterior, dando prioridad a sus pensamientos sobre todas las demás cosas.	una persona con una fijación excesiva y anormal por ideas, proyectos o asuntos; que muestra una tendencia marcada a desarrollar una actividad mental enfermiza y compulsiva; que lleva una vida de encierro, con aislamiento del mundo exterior, dando prioridad a sus pensamientos sobre todas las demás cosas es un obsesivo compulsivo.
cerebrotónico	eres un experto en vocabulario español.	hola, soy open assistant. ¿en qué puedo ayudarte hoy?
cerebrotónico	perteneciente o relativo al cerebrón o a las funciones cerebrales	cerebral cerebral cerebrón cerebrónico cerebralidad cerebralidad
cerebrotónico	"_
  n de cerebro y trono
  = que está en una posición de autoridad y mando
   persona cerebotonica ,
   como un gobernante o dictador
   de un país, organización
   o entidad cerrada"	la respuesta a tu pregunta es dictador.
cerebrotónico	_ es una palabra que significa algo relacionado con el cerebro. también puedes llamarlo  cerebroide, cerebral, cerebral o cefalópodo. _ es un término utilizado para referirse a los tipos _, un término que describe el estilo o la apariencia de un individuo. cerebrotónicos pueden ser definidos como personas que tienen una tendencia a expresarse de forma abiertamente cerebr	la palabra cerebral es un adjetivo que se utiliza para describir algo relacionado con el cerebro. también se puede utilizar para describir a una persona que tiene una tendencia a expresarse de forma abiertamente cerebral. otros términos relacionados con cerebral incluyen cerebral, cerebral y cefalópodo.
chalaza	la valva más grande de la bivalva, que se encuentra en la porción superior.	la valva más grande de la bivalva se encuentra en la porción superior.
chalaza	\una placa ovalada que se encuentra en la base de la concha de los moluscos bivalvos (tipo del que forma parte la ostra), y que está unida a la concha por el área torácica.	concha torácica
chalaza	"algunas especies de algas.
en los animales, las _ se encuentran en el interior de sus conchas y se forman por la deposición de materias calcáreas durante el proceso de reproducción."	las especies de algas que se encuentran en el interior de las conchas de los animales y se forman por la deposición de materias calcáreas durante el proceso de reproducción son las _
chalaza	"tiene que estar relacionado o ser propio de
un órgano que contenga una cavidad, o por la acción que la bahía le proporciona a dicha bahía para evitar su contaminación."	la bahía es un cuerpo de agua que se encuentra en una depresión de la tierra, generalmente rodeada por tierra.
chalaza	la _ es un cuerpo celular en el que se alojan la mayoría de bacterias pertenecientes al	la célula es un cuerpo celular en el que se alojan la mayoría de bacterias pertenecientes al.
chigüire	especie viva de mamíferos xenartros sudamericanos, de aspecto porcino y hocico prominente, que se distingue de los osos hormigueros por estar totalmente desprovista de uñas. este animal, muy común en casi todo el continente sudamericano, es uno de los mamíferos más pequeños en tamaño y uno de los pocos que subsisten comiendo hormigas,	el tamanduá es un mamífero xenartro sudamericano que se distingue de los osos hormigueros por estar totalmente desprovisto de uñas. este animal, muy común en casi todo el continente sudamericano, es uno de los mamíferos más pequeños en tamaño y uno de los pocos que subsisten comiendo hormigas.
chigüire	un _ es una especie de pez que puede ser verde o marrón, con rayas transversales oscuras y dos bandas a lo largo de su cuerpo. se alimenta de plantas acuáticas y algas, y es comúnmente encontrado en agua dulce en américa del sur. aunque a menudo se le llama carpa, su parentesco con la carassius es remoto.	un pez es una especie de pez que puede ser verde o marrón, con rayas transversales oscuras y dos bandas a lo largo de su cuerpo. se alimenta de plantas acuáticas y algas, y es comúnmente encontrado en agua dulce en américa del sur. aunque a menudo se le llama carpa, su parentesco con la carassius es remoto.
chigüire	1. m. g. rur. ec. y nic. jabalí de cola blanca.	jabalí jabalí jabalí de cola blanca
chigüire	el _ es un término utilizado en algunos países de sudamérica para referirse al tapir, un mamífero de forma parecida a un cerdo que habita en regiones boscosas y pantanosas de américa del sur. aunque también se conoce como tapir, este término se utiliza más comúnmente en otras partes de sudamérica, américa central y asia.	el término tapir se utiliza en algunos países de sudamérica para referirse al tapir, un mamífero de forma parecida a un cerdo que habita en regiones boscosas y pantanosas de américa del sur. aunque también se conoce como tapi, este término se utiliza más comúnmente en otras partes de sudamérica, américa central y asia.
chigüire	- n. animal semejante a un cerdo, de patas delanteras más largas, orejas muy grandes y cuerpo peludo, rojizo o negruzco. se encuentra en américa tropical y se cría como animal doméstico y como alimento. es de hábitos nocturnos y omnívoro.	tamandua tamanduá tamandúa tamanduá tamandúa tamandúa tamandúa tamandúa tamandúa tamandúa
coliseo	_ es una palabra que se refiere a un tipo de estructura arquitectónica, específicamente un anfiteatro grande diseñado para albergar y actos deportivos y culturales. originalmente, este tipo de estructuras fueron construidas por los antiguos romanos y tuvieron un uso para los juegos sangrientos (arenas) que se celebraban allí. las estructuras de los _ eran generalmente de estilo ovalado o circular y tenían un recinto interior donde se llevaban a	anfiteatro coliseo
coliseo	construcción de grandes dimensiones equipada con asientos, que se utiliza para diversos espectáculos y que suele utilizarse para competiciones deportivas. también puede referirse al tipo de espectáculo que se realiza allí, como, por ejemplo, un partido de fútbol.	estadio, campo, pista, pabellón, pista, pista, pista, pista, pista, pista, pista, pista, pista, pista, pista, pista, pista, pista, pista, pista, pista, pista, pista, pista, pista, pista, pista, pista, pista, p
coliseo	el _ es un edificio concebido para albergar juegos de gladiadores y eventos públicos en la antigua roma. estos eventos estaban diseñados para entretener y distraer al público, mientras que al mismo tiempo servían como medio de control político y propagación de la cultura romana entre la plebe. los gladiadores, término latino que significa «guerrero» eran normalmente esclavos o prisioneros de guerra, quienes combatían hasta la muerte en el _.	anfiteatro circo coliseo
coliseo	el _ romano es un anfiteatro ubicado en los montes palatinos, en roma, y fue construido en el siglo i. construido para acomodar a un gran número de personas, el _ podría también haber servido como espacio para espectáculos circenses y exhibiciones deportivas. a lo largo del tiempo, ha sido el escenario de eventos históricos importantes y ha sido reconocido como un símbolo clave de la antigua roma.	el coliseo romano es un anfiteatro ubicado en los montes palatinos, en roma, y fue construido en el siglo i. con una capacidad para albergar a un gran número de personas, el coliseo también podría haber servido como espacio para espectáculos circenses y exhibiciones deportivas. a lo largo del tiempo, ha sido el escenario de eventos históricos importantes y ha sido reconocido como un símbolo clave de la antigua roma.
coliseo	el _ es un gran estadio o edificio que se utiliza para eventos deportivos y culturales masivos, como juegos, festivales, conciertos y otros eventos. el _ suele ser un lugar para grandes reuniones de personas como congresos, exposiciones, ferias de arte, conciertos, etc., pero se puede utilizar para una amplia variedad de eventos y propósitos.	estadio
conspirar	trabajar en secreto y en conjunto con otras personas, especialmente para lograr un propósito malicioso o de engaño.	conspiración conjura confabulación
conspirar	unirse o asociarse con otra o otras personas para llevar a cabo un plan o actividad ilícita.	conspirar conspiración
conspirar	juntar o disponer personas o cosas para hacer un plan o un proyecto	equipo grupo equipo grupo equipo grupo
conspirar	trabajar juntos en secreto para lograr un fin	conspirar confabular confabulación
conspirar	conjugar para formar palabras del tipo sustantivo, adjetivo o verbo.	(palabra 1), (palabra 2), (palabra n)
corbata	_ es un artículo de vestir masculino que se compone de una pieza de tela alargada con un lazo en un extremo o la punta de la _. es utilizado desde hace mucho tiempo en la sociedad occidental como un símbolo de estatus y distinción, siendo adoptada por los miembros de la clase alta para distinguirse de los demás. en el mundo moderno, las _ se llevan como parte del traje y en diversas camisas. también pueden utilizarse como acc	corbata pajarita
corbata	en el lenguaje actual, una correa o una _ es un adorno vertical alrededor del cuello de una camisa, abotonado con un botón en un extremo. tradicionalmente se llevaba para resaltar el cuello blanco de la camisa y la línea vertical de la chaqueta, y se consideraba el emblema de los caballeros. su finalidad es la de proteger el cuello, suav	corbata, correa, correas, correas, correas, correas, correas, correas, correas, correas, correas, correas, correas, correas, correas, correas, correas, correas, correas, correas, correas, correas, correas, correas,
corbata	la _ es un accesorio masculino utilizado para adornar la prenda de vestir. consiste en un trozo de tela que tiene un nudo, típicamente de seda o algodón. suelen tener dibujos o diseños ornamentados, o al menos son de colores brillantes. la _ puede ser anudada debajo de la barbilla o debajo de la barbilla, con un nudo delgado.	la corbata es un accesorio masculino utilizado para adornar la prenda de vestir. consiste en un trozo de tela que tiene un nudo, típicamente de seda o algodón. suelen tener dibujos o diseños ornamentados, o al menos son de colores brillantes. la corbata puede ser anudada debajo de la barbilla o debajo de la barbilla, con un nudo delgado.
