word	definition	predicted_words
forma	manera en que algo se presenta, característica externa o apariencia visible de algo o alguien	apariencia aspecto fachada fisonomía presencia
forma	modo en que algo se presenta o se organiza, tanto en el espacio como en la apariencia o el aspecto	apariencia aspecto disposición presentación
forma	aspecto o modo en el que algo se presenta o se manifiesta a través de su apariencia o características	apariencia aspecto fachada rostro fisonomía
forma	configuración o apariencia exterior de algo, según su estructura o disposición de sus elementos.	apariencia estructura disposición aspecto forma configuración
forma	 aspecto exterior o apariencia de algo, distinguible por sus líneas, curvas y dimensiones	apariencia aspecto aparato forma fisonomía apariencia aspecto fisonomía apariencia aparato
pasar	transformar estados o estadios de una situación, proceso o cambio temporal dentro de una secuencia	evolucionar cambiar transformar desarrollar desarrollarse evolucionar cambiar mutar cambiar
pasar	describir el movimiento desde un lugar de estancia inicial hasta otro de finalización	desplazamiento movimiento trayectoria recorrido desplazarse
pasar	desplazarse desde un lugar a otro, cruzar algo, cambiar a una fase o grado posterior.	pasar atravesar cruzar transitar proceder avanzar
pasar	transferir o cambiar de un lugar a otro, o una fase a otra.	trasladar transferir mudar trasladar desplazar mudarse traslado desplazar
pasar	cambio del estado o condición de algo, como lugar, tiempo, fases o procesos físicos, químicos, biológicos	transformación mutación cambio transición evolución metamorfosis
decir	expresar ideas, pensamientos o opiniones a través del lenguaje hablado o escrito de manera clara y comprensible	comunicar expresar manifestar declarar anunciar
decir	emitir sonido que comunica significado, forma de expresar ideas, pensamientos o sentimientos	hablar hablar decir expresar comunicar pronunciar
decir	 expresar con palabras ideas, sentimientos o juicios sobre algo o alguien de manera verbal.	hablar comentar opinar expresar comunicar
decir	expresar una opinión o idea oralmente de manera clara y audible	hablar decir expresar comunicar
decir	expresar una idea o pensamiento mediante palabras o signos y señales para comunicar significado	comunicación lenguaje expresión discurso comunicar expresar
presidente	persona que ocupa la máxima posición de poder y autoridad en un régimen político o organización	jefe líder dictador gobernante mandatario
presidente	persona que ocupa el cargo de máximo responsable de una institución o organización política.	presidente jefe director gobernante lider
presidente	jefe supremo de un país o institución, con autoridad política y ejecutiva	presidente gobernante jefe de estado mandatario
presidente	persona que ocupa el cargo de cabeza de estado o de gobierno en un país	presidente jefe de estado gobernante
presidente	persona que dirige un gobierno o organización política elegida por votación o nombramiento según costumbres	gobernante dirigente lider jefe presidente jefe de estado
hacer	realizar o ejecutar una acción, crear o producir algo a través de habilidad o esfuerzo	realizar hacer crear producir realizar construir generar
hacer	realizar una tarea o acción para lograr un resultado específico	realizar llevar a cabo concretar cumplir llevar a la práctica
hacer	realizar tarea o acción con intención y esfuerzo, aplicando conocimiento o habilidad	trabajar esforzarse laborar tratar realizar desempeñar
hacer	realizar o lograr algo con la acción corporal o con esfuerzo mental	realizar lograr conseguir emprender llevar a cabo
hacer	realizar o llevar a cabo alguna acción, trabajo o tarea específica con intención y esfuerzo	realizar llevar a cabo emprender desempeñar cumplir
mujer	persona de sexo femenino, con características biológicas, físicas y comportamientos únicos	mujer femme femenina feminina hembra
mujer	persona de sexo femenino, caracterizada por una serie de características biológicas y psicológicas	mujer femme femenina feminina femina
mujer	ser humano femenino, con características biológicas definidas como género y distintas de las del ser humano masculino.	mujer femenino feminina hembra
mujer	persona cuyo cuerpo biológico y características físicas son _ por nacimiento	hermafrodita intersexual intersexo
mujer	persona de sexo femenino adulto humano	mujer dama dama señora madre madre hembra
mundo	es la totalidad de lo existente, compuesto por la tierra, el mar, el aire y el espacio	universo mundo planeta naturaleza cosmos
mundo	la totalidad de los seres vivos, objetos y fenómenos existentes en nuestra percepción y experiencia	universo realidad existencia cosmos mundo
mundo	el espacio físico total en el que existen tierras, mares, atmósfera, sol y otras entidades celestes	universo cosmos espacio cielo mundo
mundo	el conjunto de objetos, fenómenos y procesos naturales que se extienden en el espacio	universo cosmos espacio naturaleza realidad
mundo	la totalidad de los países y territorios de la tierra considerados como una unidad geográfica y política	mundial planeta globo tierra mundialidad
querer	sentir antojo o deseo por algo o alguien, con intención de satisfacerlo	anhelar anhelar querer desear anhelar querer aspirar deseo
querer	sentimiento de deseo o emoción que impulsa a buscar algo o alguien con entusiasmo y dedicación	pasión entusiasmo apetito anhelo deseo
querer	hacer sentir deseo o inclinación hacia algo o alguien	querer desear anhelar aspirar
querer	sentir una fuerte inclinación emocional hacia una cosa o una idea	afinidad afición afecto afinidad afinidad afecto afecto afecto afecto afecto
querer	sentir una fuerte necesidad o deseo de obtener algo o realizar una acción	anhelo deseo anhelar aspirar querer
llegar	conseguir alcanzar un lugar físico o un estado después de un transporte o movimiento	llegar arribar acceder alcanzar llegar
llegar	volverse presente en un lugar después de un movimiento desde otro lugar de origen	llegar venir acudir
llegar	reaching o alcanzar un destino o lugar después de un viaje o movimiento; converger	llegar acabar concluir terminar alcanzar
llegar	reaching a punto o lugar determinado después de un viaje o movimiento	llegar llegar a arribar alcanzar
llegar	proceso de alcanzar un lugar o estado de manera física o metafórica, después de un recorrido.	llegada arribada desplazamiento desplazarse acceso ascento subida ascenso viaje recorrido
español	idioma romance hablado principalmente en españa y parte de américa latina y africa	español
español	perteneciente a una nación iberoamericana que se habla castellano como lengua oficial	español, chileno, mexicano, argentino, colombiano, peruano, ecuatoriano, paraguayo, uruguayo, venezolano, guatemalteco, costarricense, cubano, nicaragüense, dominicano, hondureño, panameño, boliviano, chileno, ecuatoriano, guatemalteco, mexicano, paraguayo
español	 lengua románica hablada principalmente en españa y en mucha de américa latina	español
español	lengua romance hablada en españa y en varios países de américa latina, con origen en latín y gran influencia árabe y mozárabe.	español castellano
español	lengua romance que se habla en españa y américa latina, derivada del latín vulgar	español latín
dejar	soltar la posesión, control o custodia de algo o a alguien	entregar devolver abandonar entregar soltar liberar
dejar	renceder a alguien o algo a su libertad, permiso o decisión, cesar de hacer algo	desistir renunciar cesar abandonar
dejar	renunciar a control o posesión sobre algo, soltar, liberar	abandonar renunciar soltar liberar entregar
dejar	permitir que alguien o algo continúe realizando una acción o en un estado determinado sin interferencia o control.	dejar permitir tolerar dejarse hacer
dejar	acción de permitir que algo se realice sin interrupción o de permitir que alguien o algo continúe su curso	dejar hacer dejar ir dejar seguir dejar continuar dejar proseguir dejar avanzar
nacional	relacionado con un país, nación o su pueblo, específico y originario de un lugar determinado	nacional patrio local regional autóctono
nacional	relativo a un país o comunidad específica y sus ciertos rasgos culturales	nacional patrio local regional cultural
nacional	relacionado con el pueblo o el territorio de un país, caracterizado por una identidad única	nacional, patrio, patriótico, nacionalista, patriótico, patrio, nacionalista, patriótico, patrio, patriótico, patrio, patriótico, patrio, patriótico, patrio, patriótico, patrio, patriótico, patrio, patriótico, patrio, patriótico, patri
nacional	relacionado con un pueblo o país específico, con respecto a sus costumbres, ideologías y gobierno	nacional patriótico autóctono local
nacional	relacionado a un país, pueblo o estado, en cuanto a su origen, residencia o pertenencia	nacional patrio estatal paísano nativo patriota
partido	unión o agrupación de personas o grupos con intereses o objetivos comunes	asociación coalición alianza sindicato conglomerado
partido	unión o combinación de personas o grupos que comparten objetivos o intereses comunes para una causa o propósito específico.	coalición alianza conspiración movimiento asociación sindicato federación coalición conjunción
partido	unión de personas o grupos con intereses comunes o políticos que luchan por una causa o objetivo compartido	partido movimiento coalición frente alianza
partido	grupo de personas que comparten objetivos o intereses políticos, sociales o religiosos.	partido secta sectario colectivo asociación grupo secta manada
partido	asociación o conjunto de personas unidas por objetivos comunes, con estructura orgánica y administración propia	asociación sindicato colectivo organización sociedad gremio
persona	ser humano individual con identidad social, pensamientos, sentimientos y experiencias únicas y singulares.	persona individuo ser humano hombre mujer gente
persona	ser vivo dotado de pensamiento, conciencia y voluntad, caracterizado por una identidad única y individualidad	persona ser individuo humano sujeto
persona	sujeto de la acción del verbo ser y que tiene conciencia de sí mismo y su entorno	persona ser individuo humano sujeto
persona	ser consciente y único en su calidad, características o condición; un individuo singular	único singular excepcional singularidad único
persona	ser vivo con conciencia, pensamiento y sentimiento que tiene una forma única de existir y actuar	persona ser individuo humano sujeto
grupo	cobertura o conjunto de objetos, personas o conceptos unidos por una característica común o relación	colección conjunto conjunto grupo colección asociación conjunto agrupación
grupo	colectividad de personas, animales o objetos unidos por un vínculo común o una similitud	conjunto grupo colectivo asociación manada manada conjunto asamblea
grupo	colectividad de personas u objetos que comparten características o propósitos comunes.	gremio asociación colectivo grupo comunidad
grupo	colectividad de personas o cosas unidas por una característica común o por una finalidad compartida	asociación colectivo gremio sociedad comunidad asamblea conjunto grupo asamblea
grupo	colectividad de personas unidas por intereses, afinidades o objetivos comunes, estrechamente relacionadas	asociación colectivo gremio sindicato sociedad asamblea grupo comunidad
público	grupo de personas reunidas para escuchar alguien o participar en un evento, evento o actividad general accessibilita a todos	audiencia asamblea congregación multitud asistentes asistentes público
público	persona o grupo de personas que se reúnen para disfrutar de un evento o actividad en un lugar abierto	asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, as
público	colectivo de personas que no están relacionadas entre sí únicamente por sus vínculos familiares	tribu gente multitud pueblo comunidad
público	conjunto de personas que asisten a un evento, espectáculo o lugar abierto a todos	asistentes, asistentes, multitud, multitudes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes, asistentes
público	groupo de personas que se reúnen en un lugar común, como un teatro, un museo, etc., para obtener información o entretenimiento	audiencia asistentes espectadores visitantes
quedar	mantenerse en un lugar específico después de estar en movimiento o cambiar de posición	detenerse pararse paralizar
quedar	permanecer en lugar designado después de una acción o movimiento	permanecer quedar permanecer quedar permanecer quedar
quedar	permanecer en un lugar o estado después de una acción o proceso	quedar permanecer persistir remanecer quedar permanecer
quedar	mantener una determinada posición, aspecto o condición después de cierto tiempo o evento	conservar permanecer persistir sostener
quedar	permanecer en un estado determinado, o dejar de cambiar	permanecer quedar mantenerse permanecerse quedar
ir	movimiento con que se desplaza algo o alguien de un lugar a otro de manera vertical o horizontal.	marcha movimiento desplazamiento tránsito migración desplazamiento tránsito giro carrera paseo camino viaje desplazamiento
ir	movimiento de un lugar a otro, generalmente caminando, corriendo, volando o viajando en un medio de transporte	desplazamiento viaje tránsito movimiento peregrinación gira caminata paseo viaje excursión
ir	movimiento activo y voluntario del cuerpo de un lugar a otro	caminar andar moverse desplazarse recorrer
ir	desplazarse hacia un lugar, por acción propia o a través de un medio de transporte motorizado	ir viajar desplazarse moverse caminar andar
ir	acción de cambiar de un lugar a otro, o a un estado diferente, generalmente en un sentido espacial o temporal.	mudarse desplazarse trasladarse cambiar moverse viajar trasladar
mano	extensión del brazo formada por los huesos, músculos y articulaciones, utilizada para realizar acciones	miembro extremidad mano pierna brazo cuerpo
mano	parte del cuerpo que termina en la punta de los dedos y sirve para realizar acciones voluntarias	dedo mano extremidad
mano	miembro del cuerpo humano encargado de realizar acciones y gestos	mano, pierna, piernas, brazo, cuerpo, cabeza, codo, dedo, dedos, hombro, muñeca, piernas, rodilla, rodillas, rodillos, rodillos de la pierna, rodillos de la pierna, rodillos de los pies, rodillos de los pies, rodillos de los tobillos, rodillos de tobillo, rodillos de tobillos, rodillos
mano	extremidad inferior del cuerpo humano, compuesta de huesos, músculos y articulaciones	pierna, piernas, brazo, piernas, piernas, piernas, piernas, piernas, piernas, piernas, piernas, piernas, piernas, piernas, piernas, piernas, piernas, piernas, piernas, piernas, piernas, piernas, piernas, piernas, piern
mano	prenda anatómica y herramienta manual compuesta por un conjunto de huesos y músculos que permiten realizar acciones.	mano brazo muñeca codo hombro
punto	señal visual o marca pequeña y redonda utilizada para indicar ubicaciones en una superficie o texto.	punto punto y coma punto de exclamación punto de interrogación
punto	parte finita o limitada de algo continuo, especialmente de una línea recta o curva.	sección tramo porción fracción parte sección trozo
punto	referencia de ubicación o instancia en el espacio o en el tiempo	lugar sitio ubicación instancia referencia dirección
punto	se refiere a una marca o marcaje colocado en un momento específico o lugar preciso en un espacio o tiempo determinado.	marca señal indicador hitórico punto de referencia
punto	señal o lugar preciso en el espacio o en una superficie	punto lugar sitio ubicación posición
millón	cantidad expresada en miles, multiplicado por 1000, equivalente a un millar de mil	millón
millón	un número grande formado por seis cifras decimales	millón
millón	una unidad de medida de cantidad, equivalente a 1.000.000 unidades básicas	millón
millón	un número grande correspondiente a seis ceros en números árabes, indicando una gran cantidad de algo	millón millardo billón
millón	un número grande que representa cien mil unidades, una cantidad muy grande de algo	millón
problema	cuestión o situación compleja que requiere encontrar una solución o resolver un conflicto	enigma rompecabezas dilema paradoja problema
problema	situación complicada o desafiante que requiere solución o resolución	dilema enigma paradoja rompecabezas problema
problema	circunstancia compleja o difícil que se presenta para resolver o superar	dificultad obstáculo complicación desafío obstaculo
problema	aurora de dificultades o inconvenientes en un asunto que requiere resolución o superación	obstáculo desafío complicación obstaculo desafío
problema	incidente o situación que crea dificultad o conflicto en un proceso, situación o relación	obstáculo complicación impedimento obstaculo complicación entorpecimiento
dar	transferir o entregar algo de la propiedad de uno a alguien o a algo	entregar trasladar ceder donar pasar
dar	hacer algo o entregar algo a alguien de forma voluntaria	donar regalar ofrecer
dar	transferir algo de la mano de uno a la de otro, otorgar o entregar algo a alguien.	entregar pasar trasladar dar otorgar
dar	transferir temporal o definitivamente un objeto o derecho perteneciente a alguien a otro o a alguien	entregar trasladar ceder donar transferir
dar	realizar algo en favor o para beneficio de otra persona, brindar algo a alguien	ayudar favorecer beneficiar obsequiar regalar
social	relacionado con las dinámicas de interacción y convivencia entre las personas dentro de un grupo o comunidad	social comunitario interpersonal relacional grupal
social	relacionado con la interacción y organización de individuos dentro de un grupo o comunidad	social comunitario colectivo comunitario colectivista
social	relativo a la vida en comunidad, cultura, interacción y convivencia de los seres humanos	social comunitario antropológico sociológico colectivo
social	relacionado con los aspectos de la vida en comunidad, interacciones y comportamientos entre las personas	social comunitario colectivo comunitario interpersonal comunitario social comunitario
social	relacionado con la interacción y los vínculos entre los miembros de una comunidad o sociedad.	social comunitario relacional interpersonal comunicativo
política	conjunto de actividades y principios que regulan la organización y el desarrollo de los asuntos de un estado o comunidad	constitución leyes reglamento normativa ordenamiento jurídico
política	el conjunto de principios, leyes y métodos que gobiernan la administración pública de un país o comunidad	constitución reglamento ley normativa ordenamiento jurídico administración pública
política	conjunto de principios, reglas y leyes que rigen la organización y funcionamiento de un gobierno o sociedad	constitución leyes reglamento normativa ordenamiento jurídico
política	sistema o conjunto de reglas que rigen la convivencia y el gobierno de una comunidad o sociedad humana.	ley reglamento norma código constitución ordenamiento jurídico
política	enfocada en el poder, el control y la organización del gobierno de un estado o comunidad	política gobierno administración regulación dirección
político	persona que tiene influencia en la toma de decisiones en un gobierno o institución	ministro director funcionario burócrata lider jefe
político	persona que ocupa o se dedica a cargos de gobierno y toma decisiones públicas	político funcionario administrador gobernante dirigente
político	persona que se dedica a la gestión y el control de un poder o autoridad	gobernante administrador dirigente
político	persona que desempeña funciones públicas o tiene influencia en decisiones de gobierno	político funcionario diputado ministro gobernante
político	persona que se occupa del gobierno o de la técnica política	político funcionario administrador burócrata gobernante
obra	proyecto creativo realizado por alguien, como una pieza de arte, un edificio o un libro	obra obra de arte obra de arte visual obra literaria obra de teatro obra de arte escénico
obra	producto creativo de arte, literatura, música u otra expresión humana que requiere habilidades y esfuerzo	obra creación obra de arte obra literaria obra musical obra de teatro obra de cine
obra	resultado creativo o proyecto realizado con dedicación y esfuerzo por una persona o un equipo	obra creación proyecto obra de arte obra de arte visual obra de teatro obra de literatura obra de arte escénico
obra	realización creativa que requiere tiempo, esfuerzo y dedicación, dejando un legado duradero en algo tangible.	obra creación obra de arte obra maestra obra de artefacto
obra	creación artística o construcción realizada por un artista, arquitecto o artesano.	obra escultura pintura arquitectura obra de arte
salir	moverse de un lugar a otro, abandonar un espacio o situación previo.	mudarse mudar desplazarse abandonar desalojar migrar emigrar transitar
salir	movimiento o acción de dejar algún lugar o espacio hacia fuera	salir salida desalojar abandonar desalojar
salir	dejar un lugar o situación, abandonarlo completamente, marcharse	abandonar desertar abandonar
salir	dejar un lugar o espacio, desalojar y abandonar un entorno físico o virtual	abandonar desalojar dejar abandonar desocupar
salir	ir lejos de un lugar, dejar un espacio o situación, o dejar de estar en una condición	partir abandonar desertar retirarse alejarse desaparecer
ciudad	gran conjunto de edificios y edificios, habitados por una población estable y numerosa, con instituciones y servicios públicos.	ciudad metrópolis conurbación urbis asentamiento
ciudad	un área urbana densamente poblada, con servicios e infraestructura organizada para sus habitantes.	ciudad metrópolis conurbación asentamiento poblado
ciudad	lugar poblado grande con administración pública reguladora y servicios sociales, económicos y culturales	ciudad pueblo aldea villa ciudadela metrópoli urbano
ciudad	gran centro de población urbana con características políticas, sociales y económicas definidas	ciudad metrópolis urbano
ciudad	gran concentración de personas que viven en un área geográfica estrechamente urbanizada	ciudad metrópolis conurbación conglomerado urbano
encontrar	localizar y reconocer algo que antes estaba desconocido o no estaba claro.	descubrir encontrar descubrir avanzar percebir
encontrar	descubrir o llegar a una cosa o persona después de buscarla	encontrar descubrir localizar
encontrar	descubrir o llegar a saber la ubicación o el estado de algo o alguien	localizar encontrar descubrir saber conocer
encontrar	identificar o descubrir algo existente o presente, especialmente después de una búsqueda o investigación	descubrir encontrar localizar hallar
encontrar	descubrir o llegar a algo conocido que se perdía, buscaba o ignoraba	descubrir encontrar localizar hallar percibir
volver	regresar a un lugar o situación anterior con vuelta o movimiento circular	retroceder regresar volver regresar
volver	movimiento en la dirección opuesta a la que se está recibiendo o experimentando en un determinado momento	reacción contracorriente contrafagado
volver	regresar a un lugar, posición o estado anterior, después de haber partido o cambiado su ubicación	regresar volver retornar regresar devolver
volver	regresar a un lugar, estado o situación anterior; repetir una acción o experiencia	regresar volver repetir repetir repetición volver a
volver	retornar a un lugar, situación o estado previos, después de haber salido, dejado o terminado algo	regresar volver retornar revenir reanudar
seguir	continuar realizando una acción, _ un plan o en seguimiento a algo	continuar perseguir perseguir sostener mantener
seguir	perseguir un curso de acción o una meta con dedicación y constancia en el tiempo	perseguir, luchar, luchar, perseguir, aspirar, luchar, perseguir, perseguir, perseguir, perseguir, perseguir, perseguir, perseguir, perseguir, perseguir, perseguir, perseguir, perseguir, perseguir, perseguir, perseguir, perseguir, perseguir, perseguir, perseguir,
seguir	permanecer en un curso o dirección determinada, continuar con una acción o camino establecido.	perseverar continuar persistir mantenerse perseguir
seguir	perseguir una meta, un objetivo o un rumbo a lo largo del tiempo con constancia y dedicación	objetivo meta propósito rumbo destino aspiración
seguir	mantener la atención o el interés en algo o alguien durante un período de tiempo prolongado	perseverar perseguir atender asistir sostener
pensar	formar ideas, conceptos y juicios utilizando la razón y el cerebro	pensar razonar meditar reflexionar pensar
pensar	usar la mente para procesar y analizar pensamientos, conceptos y experiencias	pensar reflexionar meditar razonar analizar pensar
pensar	proceso mental que implica la conciencia de reflexión, razonamiento y comprensión de ideas y conceptos	pensamiento reflexión razonamiento comprensión meditación análisis evaluación
pensar	actividad mental que implica la elaboración de ideas, reflexiones y razonamientos de manera consciente	pensamiento reflexión razonamiento meditación reflexionar pensar
pensar	procesar información mental, reflexionar y crear conceptos y pensamientos dentro del cerebro humano	pensar reflexionar meditar razonar pensamiento
sistema	conjunto de parte o elementos interrelacionadas que funcionan juntas de manera coordinada	sistema conjunto aparato maquinaria mejora unidad
sistema	coleccion de partes interconectadas que funcionan juntas para lograr un fin común	sistema maquinaria aparato conjunto mecanismo
sistema	conjunto de partes o elementos interrelacionados que funcionan juntos para lograr un objetivo coherente	sistema mejora equipo conjunto sistema aparato maquinaria
sistema	conjunto coordinado de partes que están interrelacionadas y se integran para lograr un fin común	sistema conjunto aparato maquinaria equipo
sistema	conjunto de elementos organizados de manera lógica y coordinada para alcanzar un fin objetivo.	sistema plan estrategia estructura organización
importante	de consideración especial, de suma atención o prioridad en un asunto o situacion determinada	prioritario importante crítico especial preeminente
importante	significa algo que tiene gran valor, merece atención o es significativo en algún contexto	importante significativo notable notorio notablemente importante relevante sobresaliente
importante	considerado significativo o crucial para lograr un objetivo o efectuar una decisión.	clave fundamental decisivo crucial importante
importante	aquel que tiene o representa un valor o significado considerable para alguien o algo	importante valioso precioso esencial fundamental
importante	algo que recae sobre individuos o cosas que llaman la atención o se valoran en algo	énfasis importancia prioridad acentuación
tipo	categoría o características comunes que se utilizan para clasificar y distinguir entre objetos o conceptos	categoría característica clasificación distinción clasificatorio
tipo	categoría o clasificación de algo dentro de un conjunto o grupo definido	categoría clase género tipo clase sección
tipo	una clasificación o categoría definida por ciertas características o rasgos compartidos	categoría clasificación género tipo especie
tipo	categoría o clase de cosas semejantes o características comunes en conjunto	género categoría clase familia tipo
tipo	categoría o especie de algo, clase o rasgo característico que se emplea para identificar o clasificar	género especie categoría clase carácter tipo
mes	período lunar usado para dividir la rotación de la tierra alrededor del sol en unidades temporales planas.	mes semana año
mes	un período de tiempo en el calendario que comienza y termina con un día específico del año	año mes semana trimestre cuatrimestre semestre trimestre escolar
mes	período de 30 o 31 días que se considera una unidad de tiempo	mes semana trimestre
mes	periodo determinado de tiempo establecido como unidad de cronología en el calendario y otros sistemas de medición del tiempo.	año mes semana día siglo siglo centuria decenio
mes	periodo de tiempo calculado según el giro de la tierra alrededor del sol o dividido dentro de un año	mes semana año día hora minuto segundo
económico	relativo a la administración y asignación responsable de los recursos finitos	gerencial administrativo presupuestario
económico	relacionado con la riqueza, el valor o la asignación de recursos finitos	económico financiero patrimonial patrimonio riqueza capital
económico	relativo a la gestión y distribución de los recursos financieros y materiales	administrativo financiero logístico
económico	relativo a la administración racional de recursos finitos	económico racional eficiente gestión administración
económico	relacionado con el manejo y asignación de recursos financieros para alcanzar objetivos	presupuesto finanzas contabilidad administración gestión
agua	líquido natural transparente y incoloro que se encuentra en el suelo y en los cuerpos de _	agua humedad
agua	líquido transparente y salino que se encuentra en la superficie de la tierra y es esencial para la vida	océano mar agua lago río
agua	líquido transparente y de color azul claro que se forma por la evaporación del mar y forma parte del ciclo del _ natural	evaporación, evaporado, evaporar, evaporación, evaporado, evaporar, evaporación, evaporado, evaporar, evaporación, evaporado, evaporar, evaporación, evaporado, evaporar, evaporación, evaporado, evaporar, evaporación, evaporado, evaporar, evaporación, evaporado, evaporar, ev
agua	liquido transparente y incoloro que cubre la mayor parte de la superficie de la tierra y es esencial para la vida	agua océano mar lago río
agua	líquido transparente y poco denso, compuesto principalmente de oxígeno y hidrógeno, indispensable para la vida	agua aire oxígeno
cambio	variación o transformación en el estado, forma o condición de alguien o algo	cambio transformación modificación alteración cambio de estado cambios transformación de estado
cambio	modificación sustancial o alteración de algo, generalmente relacionada con una diferencia o una transformación	cambio modificación alteración transformación cambio de estado cambio de opinión
cambio	variación o mutación en algo, como un giro en rutina, un proceso de transformación	giro mutación transformación cambio variación
cambio	transformación o modificación significativa en algo que altera su estado o condición habitual	cambio transformación cambio de estado mutación cambio de condición alteración
cambio	 transformación gradual o brusca que ocurre en algo existente llevándolo a una situación diferente desde un estado actual.	cambio transformación mutación cambio de estado transición evolución
derecho	principio o conjunto de principios que regulan un ordenamiento social o jurídico, orientados a proteger los _ individuales y colectivos.	constitución ley reglamento código derecho norma estatuto
derecho	principio o sistema que regula la conducta social, basado en la justicia y la equidad	ley regla norma regulación orden
derecho	principio o institución que protege los límites y garantías legales de los individuos y sus _ fundamentales	constitución derecho legislación jurisdicción institución gobierno
derecho	principio o norma establecida para regir la conducta o comportamiento de los individuos en una sociedad o comunidad	regla norma ley regulación orden precepto
derecho	principio o regla establecido jurídicamente, basado en la justicia y la equidad, que rige un orden social	ley regla norma estatuto ordenamiento
alto	superior o muy por encima del punto de referencia habitual de nivel en una escala de medida.	sobrepasar, sobrepuesto, sobrepuesto, sobrepuestos, sobrepuesto, sobrepuestos, sobrepuesto, sobrepuestos, sobrepuesto, sobrepuestos, sobrepuesto, sobrepuestos, sobrepuesto, sobrepuestos, sobrepuesto, sobrepuestos, sobrepuesto, sobrepuestos, sobrepuesto, sobrepuestos, sobrepuesto, sobrepuestos, sobrepuesto, sobrepuestos, sob
alto	extensión máxima de un objeto o espacio en un plano horizontal o vertical	longitud extensión tamaño
alto	una distancia o nivel significativamente por encima del punto de referencia o el suelo	altitud altura elevación
alto	un grado de elevación o cantidad superior a un nivel medio	superior mayor mayoría sobresaliente
alto	de gran altura o elevación, superior a lo normal o establecido	altitud elevada sobresaliente sobresaliente sobresalir sobresalir
situación	circunstancia o condición en la que se encuentra alguien o algo, que define su estado o condición	situación condición estado circunstancia posición
situación	conjunto de circunstancias y condiciones que caracterizan un momento particular	situación circunstancia momento época tiempo
