word	definition	predicted_words
apparat	dispositivo físico utilizado para ejecutar una tarea específica.	dispositivo herramienta
apparat	dispositivo que se utiliza para realizar una tarea específica o ejecutar un determinado proceso.	dispositivo herramienta
arante	sustancia natural que se utiliza como base para el vidrio de las ventanas	la definición no contiene palabras que se asocien con el vidrio de las ventanas, por lo que no se pudo encontrar la respuesta.
arante	altos y empedrados, con un terreno irregular	alto empinado irregular
arante	cascarón de madera que se coloca sobre el suelo para proteger los muebles o la alfombra de los daños de las piedras que se caen de las ventanas.	no hay palabras que encajen con la definición de cascarón de madera en el español.
arante	cascarón de madera que se coloca debajo de la mesa para elevar el nivel de la misma.	no se encontró ninguna palabra que encajen con la definición. la definición describe un objeto que no se encuentra en el vocabulario español.
arante	ojo de buey que se utiliza en la limpieza de las superficies.	la definición no se ajusta a la solicitud, por lo que no se pudo encontrar la respuesta.
ardilla	animal herbívoro que vive en arboles, generalmente en zonas tropicales. es un pequeño roedor que se caracteriza por su capacidad de escalada y su capacidad para navegar por árboles.	murciélago
ardilla	pequeño mamífero que vive en arboles, generalmente en los árboles de las zonas tropicales	murciélago
ardilla	animal pequeño de la familia de los murciélagos que vive en árboles	no se encontraron palabras que encajen con la definición de animal pequeño de la familia de los murciélagos que vive en árboles.
ardilla	animal herbívoro que vive en las arboles y se caracteriza por su capacidad de escalada y velocidad de movimiento	gorila elefante tigresa
ardilla	animal herbivo de pequeña tamaño que vive en árboles y se caracteriza por su capacidad de escalada y su agilidad	murciélago conejo tigrillo
bátavo	forastero con un comportamiento impulsivo, ligero y lleno de vigor	no se encontraron palabras que encajen con la definición. la definición no se ajusta a las palabras que se podrían usar en este caso.
bátavo	terrestre que no se ajusta a la superficie del agua. un objeto que no se mantiene en posición horizontal con respecto a la superficie del agua con facilidad de los objetos del mismo tamaño	terrestre
bátavo	no se usa, palabra obsoleta que deriva de batán y se refiere a un objeto que se usa para empujar algo o alguien	Definición no conocida.
bátavo	cerrudo o mal adaptado de la forma	curdo
bátavo	objeto que se utiliza para atrapar o sujetar algo, generalmente por el fuerza de la gravedad	garza cavo cadena
bicicross	vehículo de dos ruedas con motor que se utiliza para viajar por el camino	auto camioneta moto
bicicross	veículo ligero con dos ruedas, que se impulsa por el pedaleo del usuario.	bicicleta
bicicross	veículo de dos ruedas con un asiento que se mueve porpedal.	auto camioneta moto
bicicross	veículo ligero que se impulsa por una rueda en el centro y otra en el exterior, generalmente utilizado para carreras o viajes por barrios.	auto coche camioneta
bicicross	vehículo de ruedas que se impulsa por el pedaling de la cadena	auto camioneta moto
bifocal	que afecta dos puntos o áreas de enfoque	binario dual paralelo
bifocal	que afecta dos objetos o puntos de referencia, generalmente en un plano paralelo	paralelo horizontal vertical
bifocal	que afecta dos puntos de visión, generalmente con el fin de corrección de la visión	octopico
bifocal	que tiene dos focos, o que afecta dos puntos diferentes de enfoque	binocular
bifocal	que tiene dos puntos focales, uno en cada extremo del eje óptico	paralelo
cantautor	persona que canta canciones, generalmente de su propia creación	cantante vocalista
cantautor	persona que canta y toca instrumentos musicales, generalmente como artista profesional	no hay palabras que encajen con la definición de artista musical en el texto, por lo que no se pudo completar la tarea.
cantautor	persona que canta y toca instrumentos musicales, generalmente de forma ocasional o improvisada.	cantante vocalista
cantautor	persona que canta y toca instrumentos musicales de forma profesional, generalmente en vivo	Definición no conocida.
cantautor	artista que canta y toca instrumentos en vivo, generalmente acompañados por un grupo de músicos.	la definición no contiene palabras que se asocien con la música, por lo que no se pudo encontrar la palabra adecuada para la definición.
cantinero	persona que vende bebidas en un bar o tavern	la definición no contiene palabras que se asocien con el servicio de venta de bebidas en un bar o tavern, por lo que no se pudo encontrar la palabra adecuada para la definición.
cantinero	persona que vende bebidas en un establecimiento de bebidas	la definición no contiene palabras que se asocien con la venta de bebidas en un establecimiento de bebidas, por lo que no se pudo encontrar la respuesta.
cantinero	persona que canta, generalmente de manera improvvisa, en pubs o bares, especialmente en españa.	la definición no contiene palabras que se asocien con la canción en pubs o bares, por lo que no se pudo encontrar la palabra adecuada para la definición.
cantinero	persona que vende bebidas en un bar, restaurante o similar	no hay palabras que encajen con la definición de vendedor de bebidas en español.
cantinero	persona que vende bebidas en un bar o restaurante, especialmente uno que sirve bebidas de fácil consumo	no se encontró ninguna palabra que encajen con la definición en el texto.
cartulina	alga verde que se utiliza como alimento y como fuente de pigmentos	no se encontraron palabras que encajen con la definición de alga verde.
cartulina	alga verde que se usa como alimento, principalmente en sopas y platos de verduras.	alga verde comida sopas
cartulina	alga verde que se utiliza como alimento, fuente de apparently y colorante.	la definición no contiene palabras que se asocien con el colorante, por lo que no se pudo encontrar la palabra adecuada para la definición.
cartulina	alga verde que se utiliza como alimento, generalmente en forma de pasta.	la definición no contiene palabras que se asocien con el alimento alga verde, por lo que no se pudo encontrar la respuesta.
cartulina	alga verde que se utiliza en las comidas, bebidas y como complemento dietético. es una alga verde de alto contenido en nutrientes, como vitaminas a y c, y minerales, como hierro y fósforo.	alga verde alga seaweed
centavo	unidad monetaria de valor fraccionario equivalente a un _ estadounidense, equivalente a una quinta parte de un dólar.	moneda coin dinero
centavo	moneda pequeña de valor insignificante, equivalente a un quinto de dólar.	la definición no contiene palabras que se asocien con monedas, por lo que no se pudo encontrar la respuesta.
centavo	moneda menor de diferentes países, generalmente de valor fijado por un gobierno	no hay palabras que encajen con la definición de moneda menor de diferentes países, por lo que no se pudo completar la tarea.
centavo	coin del valor de un cuarto de euro, generalmente usado como moneda de cambio	la definición no contiene palabras que se asocien con el valor de una moneda, por lo que no se pudo encontrar la respuesta.
centavo	moneda circular de poco valor, equivalente a un cuarto de dólar	la definición no contiene palabras que se asocien con monedas, por lo que no se pudo encontrar la respuesta.
cerebrotónico	que afecta el sistema nervioso central, especialmente la región cerebral, con el propósito de provocar efectos estimuladores o sedantes	neurotóxico neuropharmacológico
cerebrotónico	que estimula el cerebro. activa la función cerebral, especialmente la cognición y el comportamiento.	cerebro inteligencia pensamiento
cerebrotónico	que aumenta la actividad cerebral	inteligente creativo pensativo
cerebrotónico	que afecta el cerebro. promueve el funcionamiento cerebral	la definición no se ajusta a la palabra cerebro. no hay palabras en español que encajen con la definición.
cerebrotónico	que afecta el cerebro, generalmente con el fin de provocar una reacción o cambio de estado	neurotóxico neuroquímico psiquico
chalaza	no se refiere a una persona que es capaz de realizar un trabajo rápido y eficaz, sino a una persona que actúa de manera impulsiva, sin pensar en las consecuencias	no se encontró ninguna palabra que encajara con la definición. la definición no se refiere a una persona, sino a un instrumento de escritura.
chalaza	no se refiere a la unidad de trabajo, sino a un tipo de mujer que no se caracteriza por su trabajo, sino por su belleza y su habilidad de atraer.	la definición no se ajusta a la realidad, por lo que no se pudo encontrar la palabra adecuada.
chalaza	es un término coloquial que se usa para describir algo que no se ajusta a la realidad o que es poco probable de suceder.	improbable farcito caótico
chalaza	objeto que se coloca debajo de objetos que requieren soporte o para aumentar su resistencia	mesa banca asiento
chalaza	no es una palabra que esté en el diccionario. es un término coloquial que se utiliza en chile para describir una actitud irresistible o un comportamiento divertido.	la definición no se ajusta a la realidad, por lo que no se encontró ninguna palabra que encajen con la definición.
chigüire	animal herbívoro de la familia cervidae, similar al antílope, pero con el pelaje más oscuro	no se encontraron palabras que encajen con la definición de animal herbívoro de la familia cervidae.
chigüire	animal herbívoro de la familia cervidae, que vive en américa del sur. es el mayor herbívoro del mundo.	Definición no conocida.
chigüire	animal herbívoro que pertenece al género oryx, especie oryx gazella, considerado como una subspecies de la gira.	la definición no contiene palabras que se asocien con la gira, por lo que no se pudo encontrar la respuesta.
chigüire	animal cuadrupedo nativo de américa del sur, relacionado con el cerdo.	la definición no contiene palabras que se asocien con animales, por lo que no se pudo encontrar la respuesta.
chigüire	animal herbívoro que pertenece a la familia cervidae, caracterizado por su pelaje rojo y el uso de sus hocos para navegar por los árboles.	cervo
coliseo	gran edificio circular utilizado en la época romana para los juegos públicos, espectáculos y reuniones	la definición no contiene palabras que se asocien con edificios, por lo que no se pudo encontrar la respuesta.
coliseo	gran estructura arquitectónica circular, generalmente usada como escenario para espectáculos públicos.	la definición no contiene palabras que se asocien con estructuras arquitectónicas, por lo que no se pudo encontrar la palabra que se ajusta a la definición.
coliseo	gran estructuras circulares o semi-circulares, generalmente construidas en piedra para los espectáculos públicos. en particular, se utiliza el término _ en referencia a grandes edificios en forma circular que se utilizaban para los juegos públicos en roma	circo
coliseo	gran edificio circular utilizado en antiguas culturas como lugar para la realización de juegos públicos y espectáculos	la definición no contiene palabras que se asocien con edificios, por lo que no se pudo encontrar la respuesta.
coliseo	gran edificio circular de piedra que se utiliza para realizar espectáculos, especialmente juegos de arena.	la definición no contiene palabras que se asocian con edificios, por lo que no se pudo encontrar la respuesta.
conspirar	planear en secreto un delito o una acción ilegal con el fin de obtener una ventaja o manipular a alguien.	conspiación
conspirar	colaborar secretamente con la intención de manipular o engañar a alguien.	la definición no contiene palabras que se asocien con la colaboración secreta, por lo que no se pudo encontrar la respuesta.
conspirar	colaborar secretamente con el objetivo de manipular o engañar a alguien	no hay palabras que encajen con la definición de colaborar secretamente en español.
conspirar	planear y ejecutar una acción secretamente con el fin de manipular o deceiving a alguien	intriga conspiración fraude
conspirar	colaborar secretamente con la intención de realizar acciones ilícitas o manipular a alguien	no se encontró ninguna palabra que encajen con la definición. la definición no se ajusta a las palabras que se pueden encontrar en el idioma español.
corbata	prenda de vestir de color oscuro, generalmente roja, usada en el cuello.	la definición no se ajusta a la solicitud de encontrar palabras que se definan con la definición de instrumento de escritura. no se encontró ninguna palabra que encajara con la definición.
corbata	alto y amplio cuello de un animal, generalmente de especies de la familia felidae.	la definición no contiene palabras que se asocien con el cuello de un animal, por lo que no se pudo encontrar la respuesta.
corbata	prenda de vestir larga y estrecha, generalmente de color oscuro, usada por hombres en ocasiones formales.	vestid
corbata	prenda de vestir de color oscuro, generalmente de color negro, de amplio cuello y sin cola.	casaca
corbata	prenda de vestir de color oscuro, generalmente roja, que se coloca alrededor del cuello para mostrar el estatus o riqueza del propietario.	la definición no contiene palabras que se asocien con laprendas de vestir, por lo que no se pudo encontrar la respuesta para la solicitud.
corralero	persona que se encarga de cuidar y gestionar el ganado de vacunos en un corral	la definición no contiene palabras que se asocien con el cuidado de vacunos en un corral, por lo que no se pudo encontrar la respuesta.
corralero	persona que se encarga de gestionar y cuidar de los corales. puede ser un hombre que trabaja en un coral o un hombre que se encarga de la protección de los corales.	carerero coralerista
corralero	persona que se encarga de gestionar el corral de animales, especialmente vacunos, o de protegerlos de enfermedades	ganador campeón patrón
corralero	persona que se encarga de los animales de la especie bos taurus, especialmente de los reses	la definición no contiene palabras que se asocien con reses, por lo que no se pudo encontrar la respuesta.
corralero	persona que se encarga de los corales, generalmente en el mar.	la definición no contiene palabras que se asocien con el mar, por lo que no se pudo encontrar la palabra adecuada para la definición.
cosmotrón	objeto celestial que gira rápidamente sobre su eje, exhibiendo un movimiento de rotación aleatorio	no se encontraron palabras que encajen con la definición de objeto celestial que gira rápidamente sobre su eje, exhibiendo un movimiento de rotación aleatorio.
cosmotrón	objeto que no existe, generalmente utilizado para describir cosas que son impossibles o que no se comprenden	la definición no se ajusta a la realidad, por lo que no se encontró ninguna palabra que encaje con la definición.
cosmotrón	dispositivo que se utiliza para gestionar las redes de computadoras por medio de un mismo cable	la definición no contiene palabras que se asocien con el manejo de redes de computadoras por lo que no se pudo encontrar la respuesta.
cosmotrón	objeto que no existe en el mundo físico, que se utiliza para describir conceptos o ideas que están fuera de la comprensión humana	no hay palabras que encajen con la definición de objeto que no existe en el mundo físico.
cosmotrón	objeto que se mueve por el espacio sin ser controlado por ningún poder o fuerza conocida.	la definición no contiene palabras que se asocien con el movimiento de objetos por el espacio. no se encontró ninguna palabra que encajen con la definición.
crístico	que exhibe una actitud despreciativa, burlona, o poco profesional.	la definición no contiene palabras que se asocien con la actitud, por lo que no se pudo encontrar la respuesta.
crístico	que se refiere a una pieza de arte con un valor evaluativo elevado, generalmente por su calidad técnica o estética	obra de arte arte valor
crístico	que se centra en el análisis y evaluación de obras de arte, especialmente en la belleza o el mérito	crítica artística
crístico	que se refiere a un juicio o evaluación de calidad, especialmente con relación a la estética o la belleza	bello atractivo gustante
crístico	que se refiere a una opinión basada en la experiencia personal y no en hechos o razonamiento lógico. opuesto a imparcial.	subjetivo
cuentapartícipe	persona que participa activamente en un evento, actividad o conversación, generalmente de manera voluntaria.	participante interlocutor conviértete
cuentapartícipe	persona que participa de una acción de manera voluntaria, generalmente en un contexto de trabajo o colaboración	participante colaborador volonteer
cuentapartícipe	persona que participa activamente en una actividad, generalmente con el fin de obtener una ganancia o beneficio	trabajador empleado entreendedor
cuentapartícipe	persona que participa activamente en un grupo o acción, generalmente de forma voluntaria.	participante miembro vocero
cuentapartícipe	persona que participa activamente en un grupo de personas, generalmente para ejecutar una tarea o realizar un trabajo específico.	participante miembro colaborador
dabuti	un alimento menos saludable que es fácil de comer y que se consume normalmente con las comidas principales	no se encontraron palabras que encajen con la definición. la definición no se ajusta a las palabras que se pueden encontrar en el idioma español.
dabuti	no se utiliza el término _ en español. el término _ es de origen africano y no se encuentra en el lenguaje español.	bolígrafo pluma estilográfica
dabuti	no se refiere a un objeto físico, sino a un desplazamiento o movimiento rápido y impulsivo	rapido swift celerado
dabuti	no se refiere a un alimento, generalmente se usa como calificativo para describir algo que no se ajusta a la situación o es improbable	improbable inestimado inconveniente
dabuti	es una palabra que no existe en español. no se puede proporcionar una definición.	Definición no conocida.
dactiloscopia	el reconocimiento de patrones de puntos en las huellas digitales, generalmente para determinar la identidad de un individuo.	la definición no contiene palabras que se asocien con el reconocimiento de huellas digitales, por lo que no se pudo encontrar la respuesta.
dactiloscopia	la grabación por huellas digitales de las huellas digitales de las manos para identificarse o verificar la identidad de una persona	la definición no contiene palabras que se asocien con la grabación por huellas digitales, por lo que no se pudo encontrar la respuesta.
dactiloscopia	la escritura de palabras con el uso de las huellas digitales del dedo	la definición no contiene palabras que se asocien con la escritura digital, por lo que no se pudo encontrar la respuesta.
dactiloscopia	el proceso de obtener huellas dactilares por medio de la fotografía de las huellas dactilares con el fin de establecer la identidad de una persona.	la definición no contiene palabras que se asocien con el proceso de huellas dactilares, por lo que no se pudo encontrar la respuesta.
dactiloscopia	la práctica de obtener huellas dactilares para identificar o autenticar personas	la definición no contiene palabras que se asocien con la práctica de obtener huellas dactilares, por lo que no se pudo encontrar la respuesta.
deformabilidad	propiedad de ser deformado por fuerzas externo, de modo que la forma del objeto no se mantiene constante	elástico flexible malleable
deformabilidad	propiedad de un sólido de cambiar su forma cuando se aplica una fuerza.	flexible elástico
deformabilidad	propiedad de un material de ser deformado por la aplicación de fuerza, sin volver a su forma original después de la remoción de la fuerza.	elástico
deformabilidad	propiedad de un objeto de ser conformado por fuerzas, de modo que no regrese a su forma original después de que se elimina la fuerza.	rigido firme estático
deformabilidad	propiedad de un objeto que cambia su forma cuando se aplica una fuerza.	no se encontró ninguna palabra que encajen con la definición. la definición no se refiere a un objeto que cambia su forma por sí mismo.
desinfección	proceso de limpieza y sanitización de superficies con el fin de eliminar bacteria, virus, hongos o otros agentes patógenos	sanitización depuración sterilización
desinfección	proceso de limpieza con el fin de eliminar bacterias, microorganismos o virus de superficies por medio de agentes antisépticos o desinfectantes	desinfección saneamiento higiene
desinfección	proceso de limpieza con el objetivo de eliminar bacterias y otros agentes patógenos de superficies o objetos	sanación depuración purificación
desinfección	proceso de limpieza y eliminación de bacterias de superficies o objetos con el fin de prevenir la transmisión de enfermedades.	desinfección saneamiento
desinfección	proceso de limpieza y esterilización de superficies para eliminar bacterias, hongos y otros microorganismos	sanación desinfección sterilización
desinsectación	proceso de eliminar los insectos de un lugar	no hay palabras que encajen con la definición de eliminar insectos en español.
desinsectación	proceso de eliminar los insectos de las plantas o de un área	no hay palabras que encajen con la definición de eliminar insectos de las plantas en español.
desinsectación	proceso de eliminar o reducir la población de insectos. puede ser realizado por diversos métodos, como la eliminación química, la eliminación mecánica, la atracción de insectos, la competencia entre especies de insectos o el uso de naturales repelentes de insectos.	eliminación reducciones métodos población insectos
desinsectación	proceso de eliminar los insectos de un lugar	no hay palabras que encajen con la definición de eliminar insectos en español.
desinsectación	proceso de eliminación de insectos de una estructura o superficie	eliminación infestación plagas
desmitificador	un agente que elimina la supersición, la incertidumbre o el miedo al revelar la verdad.	la definición no contiene palabras que se asocien con la eliminación de la supersición, por lo que no se pudo encontrar la respuesta.
desmitificador	objector de la realidad, que atenúa o elimina la percepción de la verdad	la definición no contiene palabras que se asocien con la percepción de la verdad, por lo que no se pudo encontrar la respuesta.
desmitificador	apato de la realidad, una cosa que no es cierta o real	no hay palabras que encajen con la definición de apato de la realidad en español.
desmitificador	un agente que elimina la fuerza de un objeto, haciendo que sea más ligero	la definición no contiene palabras que se asocien con la eliminación de fuerza, por lo que no se pudo encontrar la respuesta.
desmitificador	objeto que elimina la magia de una leyenda o historia	la definición no contiene palabras que se asocien con la eliminación de la magia, por lo que no se pudo encontrar la respuesta.
diligentemente	con cuidado, con precisión, con atención a los detalles	meticuloso diligente cuido
diligentemente	con mucha atención y cuidado en el desempeño de una tarea, especialmente cuando se requiere precisión o precisión	meticuloso diligente cuido
diligentemente	con cuidado, con atención a los detalles, con precisión	meticuloso diligente cuido
diligentemente	con mucha atención y dedicación, con precisión y cuidado	meticuloso diligente cuido
diligentemente	con cuidado, con precisión y con fuerza, de modo que se espera obtener el mejor resultado	meticuloso diligente fuerzoso
emparejador	persona que empareja dos cosas o personas	mediador intermediario
emparejador	objeto que se utiliza para empajar o lubricar las superficies de los objetos para facilitar su deslizamiento o movimiento	carburante lubricante
emparejador	persona que empareja objetos de igual valor o tamaño	par
emparejador	objeto que se utiliza para empajarar los bordes de un material para facilitar su unión con otra superficie.	la definición no se ajusta a la palabra borde. la palabra borde se refiere a la frontera de un objeto, mientras que la definición se refiere a un instrumento de escritura. no hay ninguna palabra que encajen con la definición en este caso.
emparejador	someone who finds partners for different activities, such as business partnerships, marriage partnerships, etc.	la definición no se ajusta a la solicitud, por lo que no se pudo encontrar la respuesta.
empurpurado	que se encuentra en un estado de completa satisfacción, normalmente por causa de una acción o evento particularmente agradable	satisfeito completo grato
empurpurado	que ha sidofoundland por fuerza, generalmente con el fin de obtener información o confessesiones	la definición no contiene palabras que se asocien con la fuerza o la violencia, por lo que no se pudo encontrar la palabra adecuada para la definición.
empurpurado	que ha sido tratado con violencia, especialmente con el fin de causar lesiones	no hay palabras que encajen con la definición de tratado con violencia que se podrían añadir a la lista.
empurpurado	que ha sido enmarcado con fuerza,không con regularidad	forzado irregular
empurpurado	que ha sido aclarado, puesto en orden, arreglado o mejorado de alguna forma	clarado ordenado arreglado
epifito	planta que se adhera a otros árboles o plantas, generalmente sin beneficio para el árbol host. se caracteriza por su capacidad de adaptación a diferentes hospedadores.	la definición no contiene palabras que se asocien con la definición de planta epífita. no se encontró ninguna palabra que encajara con la definición.
epifito	planto que no se asila a tierra, sino que se adhera a otras plantas o a estructuras arbóreas.	planta epífita
epifito	plantas que no tienen raíz propia, sino queffixan a las raíces de otros árboles o arbustos.	parasitic
epifito	planta que se adheren a los árboles y otros objetos, generalmente sin causar daño a su hospede	parada arbusto planta
epifito	plana que se adhera a otra planta, generalmente sin ser parasitaria.	la definición no contiene palabras que se asocien con plantas, por lo que no se pudo encontrar la palabra adecuada para la definición.
escorar	mover lentamente o arrastrar algo o alguien por un camino, generalmente con la ayuda de una fuerza exterior	arrastrar mover transportar
escorar	transferir algo o alguien de un lugar a otro por medio de un vehículo o animal de transporte, generalmente de forma voluntaria	transporta traslada conducir
escorar	transportar a alguien o algo de un lugar a otro, generalmente por medio de un vehículo	transporta traslada conducir
escorar	mover rápidamente y con fuerza una cosa hacia un lado o dirección, generalmente por medio de empujación o pulling.	rapido fuerte vigoroso energico
escorar	mover con rapidez y facilidad un objeto o persona, generalmente con la ayuda de una fuerza externa	rapido celerado expedido
estadista	persona que tiene un conocimiento profundo de los asuntos del estado, especialmente en el contexto de una nación.	politico presidente gobernador
estadista	persona que se ocupa de la política de un país, especialmente en su gobierno o representación	político presidente representante
estadista	persona que se dedica a la política, normalmente como miembro de un partido político	no hay palabras que encajen con la definición de persona que se dedica a la política que no estén en el diccionario.
estadista	persona que se ocupa de la política del estado, generalmente en un cargo público	la definición no contiene palabras que se asocien con el cargo público, por lo que no se pudo encontrar la palabra adecuada para la definición.
estadista	persona que desempeña un cargo de confianza en el gobierno de un país, generalmente por medio de elecciones	presidente gobernador
esteatosis	estado en el que el cuerpo almacena demasiado grasa. es una condición metabólica que puede ser causada por diversos factores, como el exceso de comida, la falta de ejercicio o algunos medicamentos. la _ se puede dividir en diferentes tipos, según la cantidad de grasa que se almacena en el cuerpo.	la definición no contiene palabras que se asocien con el almacenamiento de grasa en el cuerpo, por lo que no se pudo encontrar la palabra que encaja con la definición.
esteatosis	condición en la que el cuerpo almacena exceso de grasa bajo la piel, generalmente por causa de una alimentación poco saludable o por falta de ejercicio físico. 	no se encontraron palabras que encajen con la definición de obesidad.
esteatosis	sobrepeso o falta de tolerancia al peso, generalmente causado por una ingestión rica en grasas y azúcares	no se encontraron palabras que encajen con la definición de sobrepeso en el texto.
esteatosis	condición de sobrepeso o obesidad con un porcentaje de grasa corporal elevado	no hay palabras que encajen con la definición de obeso en el texto, por lo que no se pudo completar la tarea.
esteatosis	condición en la que el cuerpo acumula grasa de manera no deseados, generalmente en las áreas del abdomen, las espalda y los muslos	no se encontraron palabras que encajen con la definición de obeso.
estuco	sustancia de unión o encasing de materiales porosos, como yeso, en paredes de edificios para proteger contra la humedad	yeso morrón cemento
estuco	apuesta de yeso sobre un objeto para dar a una superficie una terminación lisa y uniforme.	yeso terminación superficie
estuco	es un material de yeso o similar que se utiliza para cubrir superficies de paredes, en interior o exterior, con el fin de darle resistencia, cerámica o decoración.	yeso morrón papel
estuco	sustrato de yeso, mezclado con pigmentos, que se aplica sobre las paredes para cubrir o decorar. es una capa fina de material que se usa para cubrir y decorar superficies	pintura capa yeso
estuco	sustancia aplicada a las superficies para cubrir, proteger o decorar. puede ser de naturaleza natural o artificial, y generalmente se utiliza en interior.	suelo pared capa alubación
exequias	ceremonyes funerarias que se realizan con el fin de despedir a una persona a su final resting place. incluyen el funeral, el cortejo procesional y la colocación del cuerpo en el tomb.	ceremony funeraria final resting
exequias	ceremonia fúnebre que se celebra en el momento de la muerte de una persona, generalmente con el fin de proteger el cuerpo de los elementos o de mostrar la riqueza del defunto	no hay palabras que encajen con la definición de ceremony fúnebre en español.
exequias	ceremony de acompañamiento al final de la vida, generalmente con el fin de enterrar o incinerar el cuerpo	no hay palabras que encajen con la definición de ceremony de acompañamiento al final de la vida en el español.
exequias	ceremonia solemne que se lleva a cabo después de la muerte para dar cristiana sepultura a un individuo	no hay palabras que encajen con la definición de ceremony de sepultura en el español.
exequias	ceremonyas funerarias que se realizan en un templo o lugar sagrado, generalmente en presencia de familiares y amigos	no hay palabras que encajen con la definición de ceremonyas funerarias en español.
faisánido	que se asemejaa al faisán en su comportamiento o movimientos	la definición no contiene palabras que se asemejen al faisán, por lo que no se pudo completar la tarea.
faisánido	que se asemejaa a un faisán en su comportamiento o movimientos	la definición no contiene palabras que se asemejen a un faisán, por lo que no se pudo completar la tarea.
faisánido	que afecta el funcionamiento del sistema digestivo	la definición no se ajusta a la palabra digestivo. no hay palabras que encajen con la definición en el texto.
faisánido	que posee un comportamiento impulsivo e impreciso, especialmente en las decisiones de inversión	la definición no contiene palabras que se asocien con el comportamiento impulsivo o impreciso, por lo que no se pudo encontrar la respuesta para la solicitud.
faisánido	que se asemejaa al faisán en su comportamiento o movimientos	no se encontraron palabras que encajen con la definición de faisán en el contexto de este texto.
fétido	que evoca una sensación de disgusto o mal olor.	no hay palabras que encajen con la definición de desgustante en el español.
fétido	que tiene un olor fuerte y desagradable, a menudo caused por la presencia de sustancias químicas como el amoníaco	odoroso
fétido	que posee un olor intenso y desagradable, generalmente debido a la presencia de sustancias químicas con olor fuerte	odoroso pescado putrescido
fétido	que tiene un olor desagradable, fuerte e irritante	no hay palabras que encajen con la definición de odoroso en español.
fétido	olfactorio, con olor intenso e irritante, generalmente caused por la presencia de sustancias químicas fuertes o por otro factor físico	no hay palabras que encajen con la definición de olfactorio en español.
floración	processo de crecimiento de las flores, generalmente en el springtime, con el objetivo de reproducirse.	floración
floración	proceso de crecimiento y desarrollo de las plantas, generalmente acompañado de la aparición de flores.	la definición no contiene palabras que se asocien con el crecimiento de las plantas, por lo que no se pudo encontrar la respuesta.
